Cluster	group	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
down	down	GO:0005840	ribosome	33/657	300/29066	8.0347546698342e-14	5.16232987536847e-12	4.09490566945059e-12	AT2G33800/AT5G14320/AT2G43030/AT1G05190/AT2G33450/AT2G38140/AT1G29070/AT1G75350/AT4G17560/AT1G78630/AT4G34620/AT5G30510/AT1G74050/AT3G13120/AT1G68590/AT5G40950/AT5G54600/AT5G13510/AT1G12800/AT2G36620/AT3G27160/AT5G47190/AT3G63490/AT5G24490/AT2G24090/AT5G15260/AT1G18540/AT1G35680/AT5G46420/AT5G23900/AT3G54210/AT1G64510/AT1G27400	33
down	down	GO:0019253	reductive pentose-phosphate cycle	10/657	18/29066	1.20954704706969e-12	7.17354440992872e-11	5.69025776799589e-11	AT1G42970/AT1G32060/AT2G21170/AT1G67090/AT5G38430/AT5G38420/AT3G60750/AT1G12900/AT1G56190/AT5G38410	10
down	down	GO:0003729	mRNA binding	34/657	391/29066	2.63884221211814e-11	1.37686507271569e-09	1.09216821250299e-09	AT4G24770/AT5G26742/AT3G45780/AT1G78630/AT1G20620/AT5G30510/AT5G16130/AT1G12800/AT2G21660/AT2G37220/AT3G23700/AT1G02150/AT5G50250/AT3G52380/AT1G49240/AT3G19515/AT1G60000/AT1G78260/AT2G34040/AT2G18940/AT3G63140/AT5G07090/AT4G35785/AT2G37340/AT5G63650/AT3G62250/AT2G21530/AT4G35100/AT3G52660/AT1G49600/AT1G27090/AT1G14410/AT1G10200/AT3G49910	34
down	down	GO:0016168	chlorophyll binding	11/657	30/29066	2.67872582240407e-11	1.37686507271569e-09	1.09216821250299e-09	AT1G29920/AT5G47110/AT3G47470/AT2G34430/AT1G44575/AT5G54270/AT3G22840/AT4G17600/AT3G54890/AT4G10340/AT3G27690	11
down	down	GO:0010287	plastoglobule	15/657	70/29066	4.01089425052773e-11	1.93274966697305e-09	1.53311155233988e-09	AT2G21330/AT3G47470/AT2G34430/AT4G38970/AT5G54270/AT3G26060/AT2G39730/AT3G50820/AT5G17230/AT3G63140/AT3G54890/AT4G10340/AT3G27690/AT2G20260/AT4G22240	15
down	down	GO:0010319	stromule	11/657	33/29066	8.92313633428313e-11	4.0469047727837e-09	3.21011901561517e-09	AT1G55490/AT1G42970/AT1G32060/AT2G20890/AT5G06290/AT1G16880/AT3G11630/AT5G61410/AT2G37220/AT1G67280/AT2G39730	11
down	down	GO:0009706	chloroplast inner membrane	15/657	75/29066	1.14193283978713e-10	4.89127899708823e-09	3.87990046734693e-09	AT5G13630/AT3G56940/AT3G11170/AT5G23040/AT5G16620/AT3G61870/AT4G30950/AT5G01590/AT3G63410/AT3G18890/AT3G51140/AT3G26570/AT2G24820/AT1G44446/AT4G33350	15
down	down	GO:0042651	thylakoid membrane	10/657	26/29066	1.24700179301833e-10	5.06020201272175e-09	4.01389496810886e-09	AT5G47110/AT2G34430/AT5G54270/AT4G17600/AT1G27510/AT4G38160/AT4G10340/AT1G56500/AT1G44446/AT3G07430	10
down	down	GO:0022626	cytosolic ribosome	22/657	194/29066	6.41870251969172e-10	2.47440982134116e-08	1.96277166523205e-08	AT1G55490/AT2G21330/AT3G13470/AT2G28000/AT4G01310/AT1G67090/AT1G20620/AT3G14420/AT2G47610/AT5G38420/AT5G16130/AT5G13510/AT1G11860/AT5G07090/AT1G18540/AT3G18080/AT3G14210/AT3G62030/AT5G23900/AT5G24770/AT5G38410/AT3G49910	22
down	down	GO:1901259	chloroplast rRNA processing	8/657	16/29066	7.16544257041036e-10	2.63074105799352e-08	2.08677801173354e-08	AT4G24770/AT2G33800/AT1G12800/AT1G06190/AT2G37220/AT5G50250/AT3G52380/AT1G45230	8
down	down	GO:0031977	thylakoid lumen	12/657	51/29066	1.14273101346961e-09	4.00475277902303e-08	3.17668286519542e-08	AT2G21330/AT1G67090/AT1G76450/AT4G09010/AT1G67280/AT3G50820/AT4G15510/AT4G02530/AT5G13120/AT3G62030/AT3G01480/AT4G22240	12
down	down	GO:0046686	response to cadmium ion	28/657	340/29066	5.06615083627538e-09	1.69826186729057e-07	1.34710921550389e-07	AT1G42970/AT2G21330/AT2G33800/AT5G64940/AT5G49910/AT1G20620/AT5G52920/AT3G60750/AT5G20720/AT4G38970/AT4G33010/AT1G11860/AT2G21660/AT3G14930/AT4G24280/AT1G30580/AT1G56190/AT4G23670/AT1G04510/AT1G59900/AT3G19170/AT5G09650/AT1G78870/AT5G63400/AT1G07440/AT2G41530/AT1G02930/AT1G57720	28
down	down	GO:0018298	protein-chromophore linkage	10/657	38/29066	8.68972946732552e-09	2.69321009606597e-07	2.13633021477825e-07	AT3G45780/AT5G47110/AT3G47470/AT2G34430/AT5G54270/AT2G47590/AT4G17600/AT3G54890/AT4G10340/AT3G27690	10
down	down	GO:0032544	plastid translation	7/657	14/29066	8.73284726350835e-09	2.69321009606597e-07	2.13633021477825e-07	AT2G33800/AT2G38140/AT1G68590/AT3G63190/AT5G54600/AT3G63140/AT1G79850	7
down	down	GO:0009536	plastid	26/657	310/29066	1.22923053483173e-08	3.645141316751e-07	2.89142890986734e-07	AT2G38140/AT5G23040/AT4G34620/AT1G67090/AT1G68590/AT5G08540/AT3G63190/AT3G53560/AT3G60750/AT5G20720/AT3G18420/AT3G24506/AT5G54600/AT3G48870/AT1G74960/AT5G01590/AT1G56190/AT3G63410/AT5G09650/AT3G60210/AT1G06950/AT4G36810/AT4G33350/AT2G36990/AT3G52230/AT1G10510	26
down	down	GO:0009644	response to high light intensity	12/657	64/29066	1.80837516149429e-08	5.16391573893368e-07	4.09616362116249e-07	AT5G64940/AT5G59720/AT3G47470/AT1G55480/AT5G54270/AT2G29500/AT2G05620/AT3G18780/AT3G54890/AT3G27690/AT5G58070/AT4G27670	12
down	down	GO:0009532	plastid stroma	8/657	23/29066	2.37318081767973e-08	6.5347228943967e-07	5.18352652282679e-07	AT2G20890/AT5G49910/AT3G48870/AT4G24280/AT1G66670/AT1G11750/AT1G02560/AT1G49970	8
down	down	GO:0031969	chloroplast membrane	16/657	129/29066	3.88330259781254e-08	1.03242286307361e-06	8.18946936235603e-07	AT1G42970/AT5G46110/AT5G64940/AT1G58290/AT1G67090/AT4G25080/AT5G38430/AT1G55480/AT3G14110/AT3G48870/AT1G03630/AT5G17230/AT5G06130/AT2G40400/AT1G06820/AT5G58070	16
down	down	GO:0009295	nucleoid	9/657	35/29066	6.09107163490398e-08	1.56540541017032e-06	1.24172372627341e-06	AT2G46820/AT1G80480/AT4G20130/AT2G34640/AT4G13670/AT3G09210/AT5G23310/AT1G14410/AT1G69200	9
down	down	GO:0009508	plastid chromosome	7/657	18/29066	7.48361488342905e-08	1.80317895792142e-06	1.43033241115755e-06	AT2G46820/AT1G80480/AT4G20130/AT2G34640/AT4G13670/AT3G09210/AT1G14410	7
down	down	GO:0009416	response to light stimulus	20/657	210/29066	7.48401123910317e-08	1.80317895792142e-06	1.43033241115755e-06	AT1G29920/AT1G42970/AT1G58290/AT3G47470/AT1G20620/AT2G34430/AT1G55480/AT1G16880/AT5G54270/AT2G39730/AT3G19820/AT4G25050/AT4G20130/AT3G54890/AT4G10340/AT3G27690/AT4G13670/AT5G58070/AT1G78080/AT4G27670	20
down	down	GO:0008266	poly(U) RNA binding	8/657	27/29066	9.92023605746454e-08	2.31772787888035e-06	1.83848712899104e-06	AT4G24770/AT2G07698/AT1G68010/AT2G37220/AT5G50250/AT3G50820/AT3G63140/AT1G20020	8
down	down	GO:0051082	unfolded protein binding	15/657	125/29066	1.60241134031503e-07	3.63370336289086e-06	2.8823560022385e-06	AT1G55490/AT3G13470/AT2G28000/AT5G59720/AT5G49910/AT5G17710/AT5G20720/AT2G29500/AT4G24280/AT1G53540/AT1G26230/AT3G60210/AT5G13120/AT3G46230/AT3G62030	15
down	down	GO:0030076	light-harvesting complex	7/657	20/29066	1.75250764689021e-07	3.86052398786386e-06	3.06227651982921e-06	AT1G29920/AT3G47470/AT2G34430/AT5G54270/AT3G54890/AT4G10340/AT3G27690	7
down	down	GO:0042742	defense response to bacterium	25/657	335/29066	2.23815748129365e-07	4.79338727243723e-06	3.8022499901509e-06	AT4G01050/AT3G27850/AT5G14740/AT1G32060/AT3G14415/AT3G14420/AT3G63190/AT5G06290/AT3G11630/AT2G37660/AT2G39730/AT5G08280/AT4G26850/AT4G23670/AT1G04510/AT5G09650/AT4G32260/AT1G20020/AT3G14210/AT3G62030/AT5G24660/AT4G23300/AT3G01480/AT1G02930/AT1G19350	25
down	down	GO:0010207	photosystem II assembly	7/657	21/29066	2.5775068395109e-07	5.37096695476461e-06	4.26040248579185e-06	AT2G20890/AT1G55480/AT1G71500/AT3G50820/AT4G10340/AT3G01480/AT1G73060	7
down	down	GO:0009768	photosynthesis, light harvesting in photosystem I	7/657	23/29066	5.22449408791484e-07	1.06002235310062e-05	8.40839630215656e-06	AT1G29920/AT3G47470/AT2G34430/AT5G54270/AT3G54890/AT4G10340/AT3G27690	7
down	down	GO:0009637	response to blue light	10/657	58/29066	6.3866290794081e-07	1.26258744108299e-05	1.00151997169665e-05	AT1G29920/AT3G45780/AT1G67090/AT5G38430/AT5G38420/AT1G08540/AT3G54890/AT4G10340/AT3G27690/AT5G38410	10
down	down	GO:0010114	response to red light	10/657	59/29066	7.53550104819985e-07	1.45246782704052e-05	1.15213844973792e-05	AT1G29920/AT1G67090/AT5G38430/AT5G38420/AT1G08540/AT3G18780/AT3G54890/AT4G10340/AT3G27690/AT5G38410	10
down	down	GO:0009522	photosystem I	7/657	25/29066	9.84894564948508e-07	1.85208221847634e-05	1.46912385682948e-05	AT3G47470/AT2G34430/AT5G54270/AT3G22840/AT3G54890/AT4G10340/AT3G27690	7
down	down	GO:0009853	photorespiration	9/657	48/29066	1.11333081470391e-06	2.04375728127789e-05	1.62116592316534e-05	AT2G35370/AT1G68010/AT1G67090/AT5G38430/AT2G13360/AT5G38420/AT2G33220/AT1G80380/AT5G38410	9
down	down	GO:0006633	fatty acid biosynthetic process	12/657	93/29066	1.26357937985959e-06	2.26562721365522e-05	1.79715941174644e-05	AT3G11170/AT5G52920/AT1G66430/AT1G43800/AT4G30950/AT5G10160/AT1G74960/AT4G25050/AT5G35360/AT2G15090/AT1G52670/AT3G01090	12
down	down	GO:0010027	thylakoid membrane organization	9/657	49/29066	1.33665850583142e-06	2.2901415733245e-05	1.8166048933054e-05	AT2G20890/AT1G44575/AT2G18710/AT4G14870/AT1G56200/AT5G19540/AT4G20130/AT5G12130/AT1G35680	9
down	down	GO:0010218	response to far red light	9/657	49/29066	1.33665850583142e-06	2.2901415733245e-05	1.8166048933054e-05	AT1G29920/AT1G67090/AT5G38430/AT5G38420/AT3G18780/AT3G54890/AT4G10340/AT3G27690/AT5G38410	9
down	down	GO:0009543	chloroplast thylakoid lumen	11/657	83/29066	2.67418944012646e-06	4.48217403986413e-05	3.55538687577454e-05	AT3G21055/AT3G53560/AT1G76450/AT4G09010/AT3G26060/AT3G50820/AT4G15510/AT4G02530/AT2G40400/AT5G13120/AT3G01480	11
down	down	GO:0042542	response to hydrogen peroxide	10/657	69/29066	3.32970399517575e-06	5.46213144740533e-05	4.33271673280428e-05	AT5G64940/AT5G59720/AT1G20620/AT2G40300/AT2G29500/AT1G53540/AT3G48360/AT5G37770/AT3G46230/AT4G27670	10
down	down	GO:0006783	heme biosynthetic process	5/657	12/29066	4.03518862733213e-06	6.34924577892464e-05	5.03640084313634e-05	AT1G58290/AT2G40490/AT3G14930/AT5G08280/AT3G21200	5
down	down	GO:0048564	photosystem I assembly	5/657	12/29066	4.03518862733213e-06	6.34924577892464e-05	5.03640084313634e-05	AT3G08010/AT5G44650/AT4G15510/AT1G22700/AT4G25910	5
down	down	GO:0045036	protein targeting to chloroplast	6/657	21/29066	5.29556833437361e-06	8.16576637160411e-05	6.47731621530751e-05	AT5G49910/AT1G02280/AT4G24280/AT5G57180/AT2G24820/AT2G17390	6
down	down	GO:0043621	protein self-association	11/657	92/29066	7.41240842031046e-06	0.000112058174354105	8.88877046893783e-05	AT5G59720/AT5G48485/AT1G06190/AT2G29500/AT1G53540/AT3G50950/AT4G00270/AT2G36250/AT3G46230/AT4G25320/AT4G27670	11
down	down	GO:0044183	protein binding involved in protein folding	6/657	23/29066	9.47886233368252e-06	0.000140542362678254	0.000111482166313149	AT5G55220/AT5G23040/AT5G49910/AT2G30695/AT4G24280/AT5G19855	6
down	down	GO:0043022	ribosome binding	6/657	25/29066	1.60013673189825e-05	0.000232774607602556	0.000184643384554694	AT5G55220/AT2G30695/AT5G24490/AT5G46420/AT4G11175/AT4G33250	6
down	down	GO:0042026	protein refolding	6/657	26/29066	2.04053237408037e-05	0.000291342677854808	0.000231101229890974	AT1G55490/AT3G13470/AT2G28000/AT5G49910/AT4G24280/AT1G26230	6
down	down	GO:0042254	ribosome biogenesis	12/657	122/29066	2.17360691594528e-05	0.000304700169489784	0.000241696769026643	AT5G26742/AT1G29070/AT1G75350/AT4G17560/AT4G34620/AT5G13510/AT2G36620/AT3G27160/AT5G47190/AT5G46420/AT5G23900/AT1G64510	12
down	down	GO:0045037	protein import into chloroplast stroma	5/657	17/29066	2.87012748444127e-05	0.000395155051875753	0.000313448133169244	AT2G20890/AT5G16620/AT3G48870/AT5G01590/AT1G06950	5
down	down	GO:0009793	embryo development ending in seed dormancy	25/657	449/29066	3.89417040358905e-05	0.000526737786169677	0.00041782326952636	AT5G26742/AT1G05190/AT1G75350/AT5G23040/AT1G78630/AT4G34620/AT5G17710/AT4G39620/AT5G61410/AT1G74960/AT3G06430/AT3G27750/AT3G04340/AT3G02660/AT3G51840/AT1G60870/AT1G56200/AT5G16715/AT1G12770/AT1G35680/AT4G36810/AT5G42080/AT5G59440/AT3G07430/AT1G10510	25
down	down	GO:0009645	response to low light intensity stimulus	4/657	10/29066	4.87392070063573e-05	0.000636914044100025	0.000505218185025755	AT3G47470/AT2G06850/AT3G54890/AT3G27690	4
down	down	GO:0042793	transcription from plastid promoter	4/657	10/29066	4.87392070063573e-05	0.000636914044100025	0.000505218185025755	AT4G20130/AT2G34640/AT4G13670/AT1G69200	4
down	down	GO:0042644	chloroplast nucleoid	5/657	20/29066	6.79790890907699e-05	0.000873531294816394	0.00069290966248662	AT4G13670/AT5G08720/AT5G23310/AT4G27670/AT1G69200	5
down	down	GO:1990904	ribonucleoprotein complex	9/657	79/29066	7.33617386565406e-05	0.000927244270560538	0.000735516309912857	AT4G24770/AT2G21660/AT2G37220/AT5G50250/AT3G52380/AT1G60000/AT1G78260/AT4G35785/AT3G52660	9
down	down	GO:0006094	gluconeogenesis	5/657	22/29066	0.000111222184191581	0.0013831016776082	0.0010971152634178	AT2G21330/AT2G21170/AT4G38970/AT1G56190/AT1G43670	5
down	down	GO:0006457	protein folding	16/657	238/29066	0.000114459735695856	0.00140076914637309	0.00111112959798316	AT1G55490/AT5G55220/AT2G28000/AT5G59720/AT5G49910/AT5G17710/AT2G29500/AT4G24280/AT1G53540/AT1G26230/AT5G13120/AT3G46230/AT3G62030/AT4G33350/AT3G01480/AT2G21510	16
down	down	GO:0022625	cytosolic large ribosomal subunit	12/657	148/29066	0.000143673983822646	0.00173082252386344	0.00137293724672628	AT2G33450/AT4G01310/AT1G78630/AT1G74050/AT2G47610/AT2G36620/AT3G63490/AT1G18540/AT5G23900/AT3G54210/AT1G27400/AT3G49910	12
down	down	GO:0006782	protoporphyrinogen IX biosynthetic process	4/657	13/29066	0.000157201426249058	0.00186465076366191	0.0014790935813879	AT1G58290/AT2G40490/AT3G14930/AT5G08280	4
down	down	GO:0006096	glycolytic process	8/657	69/29066	0.00016225157576846	0.00189539340784065	0.00150347951389913	AT1G42970/AT2G21330/AT2G21170/AT5G52920/AT4G38970/AT1G12900/AT1G56190/AT1G59900	8
down	down	GO:0016887	ATPase activity	16/657	256/29066	0.000262889967476801	0.00302519649141214	0.00239967118780866	AT4G18480/AT2G07698/AT5G49910/AT5G64840/AT3G48870/AT4G24280/AT1G30580/AT3G04340/AT2G21380/AT5G06670/AT5G45930/AT3G45850/AT2G18960/AT4G39050/AT4G21270/AT4G28070	16
down	down	GO:0061077	chaperone-mediated protein folding	4/657	15/29066	0.000289494777077248	0.00328235989891998	0.00260366045637587	AT5G55220/AT5G23040/AT2G30695/AT5G19855	4
down	down	GO:0045454	cell redox homeostasis	11/657	145/29066	0.000476181634276373	0.00528765414027855	0.00419431641136165	AT5G15230/AT5G06290/AT3G11630/AT1G67740/AT2G41680/AT3G26060/AT3G04340/AT4G34120/AT3G54900/AT2G38270/AT1G56500	11
down	down	GO:0030095	chloroplast photosystem II	4/657	17/29066	0.000486930536912811	0.00528765414027855	0.00419431641136165	AT3G21055/AT1G67740/AT3G50820/AT4G15510	4
down	down	GO:0051259	protein oligomerization	4/657	17/29066	0.000486930536912811	0.00528765414027855	0.00419431641136165	AT5G59720/AT2G29500/AT1G53540/AT3G46230	4
down	down	GO:0009306	protein secretion	5/657	30/29066	0.00051839801243562	0.00555117871649809	0.00440335153837858	AT2G18710/AT5G28750/AT4G14870/AT3G54860/AT5G52440	5
down	down	GO:0009718	anthocyanin-containing compound biosynthetic process	4/657	18/29066	0.000614910139118879	0.00649446188028296	0.00515159035080128	AT5G42800/AT4G22880/AT3G21560/AT5G54060	4
down	down	GO:0015934	large ribosomal subunit	6/657	47/29066	0.000636523832562514	0.00663189020142835	0.00526060237153372	AT3G27850/AT1G05190/AT5G54600/AT5G13510/AT3G63490/AT3G49910	6
down	down	GO:0000302	response to reactive oxygen species	6/657	48/29066	0.000713722294685229	0.00733706518936415	0.00581996706262621	AT5G59720/AT2G40300/AT4G09010/AT2G29500/AT1G53540/AT3G46230	6
down	down	GO:0019252	starch biosynthetic process	5/657	33/29066	0.000816496277442347	0.00828313986721118	0.00657042018274243	AT5G19220/AT5G03650/AT1G66430/AT1G11720/AT5G48300	5
down	down	GO:0005507	copper ion binding	14/657	237/29066	0.00107770463566671	0.0107910425207667	0.00855975930720931	AT3G61440/AT1G67090/AT5G17710/AT3G63190/AT5G20720/AT3G09260/AT2G37660/AT1G49240/AT4G23670/AT1G19570/AT3G08580/AT5G63400/AT1G02930/AT1G57720	14
down	down	GO:0009654	photosystem II oxygen evolving complex	4/657	21/29066	0.00113970368218712	0.0112655325508496	0.0089361381828707	AT1G76450/AT4G28660/AT3G50820/AT4G15510	4
down	down	GO:0010168	ER body	3/657	10/29066	0.00122521252648388	0.0118079857239884	0.00936642734062016	AT3G09260/AT5G23820/AT4G27860	3
down	down	GO:0010196	nonphotochemical quenching	3/657	10/29066	0.00122521252648388	0.0118079857239884	0.00936642734062016	AT1G44575/AT4G10340/AT1G56500	3
down	down	GO:0008017	microtubule binding	10/657	142/29066	0.00149761830339681	0.0142551075545548	0.0113075534018654	AT2G21380/AT4G03260/AT3G09980/AT5G06670/AT3G45850/AT5G42080/AT4G39050/AT1G10290/AT4G21270/AT5G67270	10
down	down	GO:0051085	chaperone mediated protein folding requiring cofactor	5/657	38/29066	0.0015737663928968	0.0147972425478467	0.0117375901703856	AT1G55490/AT5G49910/AT5G20720/AT4G24280/AT3G60210	5
down	down	GO:0005978	glycogen biosynthetic process	3/657	11/29066	0.00165645988356762	0.0151951557789076	0.0120532261690837	AT5G19220/AT5G03650/AT5G48300	3
down	down	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	3/657	11/29066	0.00165645988356762	0.0151951557789076	0.0120532261690837	AT2G24270/AT1G12900/AT1G74920	3
down	down	GO:0042803	protein homodimerization activity	11/657	169/29066	0.00167521172659812	0.0151951557789076	0.0120532261690837	AT1G68010/AT5G17710/AT1G02280/AT3G09260/AT3G48870/AT1G14440/AT2G42870/AT4G17870/AT1G17840/AT2G03220/AT2G21240	11
